,Name,Artist,Features,Streams,Week
7611,Love Lies,"Khalid, Normani",,6578747,4/6/2018
7612,Moonlight,XXXTENTACION,,6371731,4/6/2018
7613,All The Stars,"Kendrick Lamar, SZA",,6162098,4/6/2018
7614,Walk It Talk It,Migos,,6140846,4/6/2018
7615,Mine,Bazzi,,6044468,4/6/2018
7616,The Middle,"Zedd, Maren Morris, Grey",,6010000,4/6/2018
7617,Ric Flair Drip,"Offset, Metro Boomin",,5919966,4/6/2018
7618,Stir Fry,Migos,,5436276,4/6/2018
7619,King's Dead,"Jay Rock, Kendrick Lamar, Future, James Blake",,5304110,4/6/2018
7620,Powerglide,"Rae Sremmurd, Juicy J",Juicy J,5229468,4/6/2018
7621,Delicate,Taylor Swift,,5225698,4/6/2018
7622,rockstar,Post Malone,,5210356,4/6/2018
7623,Meant to Be,"Bebe Rexha, Florida Georgia Line",Florida Georgia Line,5088450,4/6/2018
7624,I Fall Apart,Post Malone,,4814121,4/6/2018
7625,In My Blood,Shawn Mendes,,4687732,4/6/2018
7626,Pray For Me ,"The Weeknd, Kendrick Lamar",,4648403,4/6/2018
7627,FRIENDS,"Marshmello, Anne",,4607325,4/6/2018
7628,JAPAN,Famous Dex,,4540556,4/6/2018
7629,Be Careful,Cardi B,,4224902,4/6/2018
7630,Lemon,N.E.R.D,,4183386,4/6/2018
7631,changes,XXXTENTACION,,4144397,4/6/2018
7632,Everyday,"Logic, Marshmello",,4035627,4/6/2018
7633,Never Be the Same,Camila Cabello,,3990529,4/6/2018
7634,PICK IT UP ,Famous Dex,A$AP Rocky,3767608,4/6/2018
7635,New Freezer ,Rich The Kid,Kendrick Lamar,3734138,4/6/2018
7636,XO TOUR Llif3,Lil Uzi Vert,,3537372,4/6/2018
7637,Nowadays ,Lil Skies,Landon Cube,3504543,4/6/2018
7638,X,"Nicky Jam, J Balvin",,3443592,4/6/2018
7639,Bounce Out With That,YBN Nahmir,,3370046,4/6/2018
7640,Lost In Japan,Shawn Mendes,,3358054,4/6/2018
7641,Red Roses ,Lil Skies,Landon Cube,3332951,4/6/2018
7642,IDGAF,Dua Lipa,,3328255,4/6/2018
7643,Jocelyn Flores,XXXTENTACION,,3227736,4/6/2018
7644,Bad Company ,A$AP Rocky,BlocBoy JB,3152242,4/6/2018
7645,Candy Paint,Post Malone,,3131705,4/6/2018
7646,Congratulations,Post Malone,,3122192,4/6/2018
7647,Havana ,Camila Cabello,Young Thug,3113761,4/6/2018
7648,44 More,Logic,,3015876,4/6/2018
7649,Narcos,Migos,,3015755,4/6/2018
7650,Nevermind,Dennis Lloyd,,2977427,4/6/2018
7651,HUMBLE.,Kendrick Lamar,,2955045,4/6/2018
7652,Finesse - Remix; feat. Cardi B,"Bruno Mars, Cardi B",,2905517,4/6/2018
7653,OKRA,"Tyler, The Creator",,2847391,4/6/2018
7654,LOVE.,Kendrick Lamar,,2818879,4/6/2018
7655,Bank Account,21 Savage,,2818804,4/6/2018
7656,Betrayed,Lil Xan,,2795070,4/6/2018
7657,the remedy for a broken heart (why am I so in love),XXXTENTACION,,2748271,4/6/2018
7658,Young Dumb & Broke,Khalid,,2722277,4/6/2018
7659,Pineapple ,Ty Dolla $ign,"Gucci Mane, Quavo",2721303,4/6/2018
7660,66,Lil Yachty,,2704214,4/6/2018
7661,Fuck Love ,XXXTENTACION,Trippie Redd,2690849,4/6/2018
7662,Sky Walker ,Miguel,Travis Scott,2641701,4/6/2018
7663,Plain Jane,A$AP Ferg,,2615151,4/6/2018
7664,Tequila,Dan + Shay,,2602702,4/6/2018
7665,These Days ,Rudimental,"Jess Glynne, Macklemore, Dan Caplen",2600836,4/6/2018
7666,No Limit,G-Eazy,,2586147,4/6/2018
7667,Beautiful,Bazzi,,2554303,4/6/2018
7668,Let You Down,NF,,2537447,4/6/2018
7669,Heaven,Kane Brown,,2534934,4/6/2018
7670,Like I Do,David Guetta,,2498105,4/6/2018
7671,MotorSport,Migos,,2496355,4/6/2018
7672,End Of Discussion ,Rich The Kid,Lil Wayne,2490491,4/6/2018
7673,Marry Me,Thomas Rhett,,2468942,4/6/2018
7674,Roll In Peace ,Kodak Black,XXXTENTACION,2448490,4/6/2018
7675,goosebumps,Travis Scott,,2445801,4/6/2018
7676,Remind Me to Forget,Kygo,,2429831,4/6/2018
7677,Location,Khalid,,2422775,4/6/2018
7678,1-800-273-8255,Logic,,2408000,4/6/2018
7679,Say Something,Justin Timberlake,,2403566,4/6/2018
7680,Bartier Cardi ,Cardi B,21 Savage,2390691,4/6/2018
7681,1950,King Princess,,2375206,4/6/2018
7682,New Rules,Dua Lipa,,2360707,4/6/2018
7683,going down!,XXXTENTACION,,2346159,4/6/2018
7684,BUTTERFLY EFFECT,Travis Scott,,2331482,4/6/2018
7685,Perfect,Ed Sheeran,,2320928,4/6/2018
7686,You Make It Easy,Jason Aldean,,2314196,4/6/2018
7687,Unforgettable,French Montana,,2271517,4/6/2018
7688,I Get The Bag ,Gucci Mane,Migos,2265230,4/6/2018
7689,Thunder,Imagine Dragons,,2223542,4/6/2018
7690,X ,"ScHoolboy Q, 2 Chainz, Saudi",,2200286,4/6/2018
7691,Let Me Go,"Hailee Steinfeld, Alesso",,2175625,4/6/2018
7692,Too Gone ,Rich The Kid,Khalid,2101712,4/6/2018
7693,Hope,XXXTENTACION,,2086690,4/6/2018
7694,Everybody Dies In Their Nightmares,XXXTENTACION,,2082336,4/6/2018
7695,Codeine Dreaming ,Kodak Black,Lil Wayne,2068623,4/6/2018
7696,Outside Today,YoungBoy Never Broke Again,,2049328,4/6/2018
7697,NUMB,XXXTENTACION,,2019350,4/6/2018
7698,Bodak Yellow,Cardi B,,2016123,4/6/2018
7699,Silence,Marshmello,,2005114,4/6/2018
7700,Paramedic!,"SOB, RBE",,1993782,4/6/2018
7701,Mad Love,Sean Paul,,1992674,4/6/2018
7702,Wolves,Selena Gomez,,1963344,4/6/2018
7703,Sorry Not Sorry,Demi Lovato,,1961744,4/6/2018
7704,Wanted You ,NAV,Lil Uzi Vert,1948090,4/6/2018
7705,The Way Life Goes ,Lil Uzi Vert,Oh Wonder,1937681,4/6/2018
7706,Drowning ,A Boogie Wit da Hoodie,Kodak Black,1925564,4/6/2018
7707,123,"Smokepurpp, Murda Beatz, Murda Beatz",,1913859,4/6/2018
7708,Rubbin Off The Paint,YBN Nahmir,,1902568,4/6/2018
7709,Believer,Imagine Dragons,,1898617,4/6/2018
7710,BILLY,6ix9ine,,1870179,4/6/2018
7711,Him & I ,"G-Eazy, Halsey",,1861850,4/6/2018
7712,Everybody Hates Me,The Chainsmokers,,1856213,4/6/2018
7713,"I don’t even speak spanish lol - feat. Rio Santana, Judah, Carlos Andrez",XXXTENTACION,,1855724,4/6/2018
7714,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,,1855096,4/6/2018
7715,Go Flex,Post Malone,,1841656,4/6/2018
7716,Heaven,Julia Michaels,,1835921,4/6/2018
7717,No Question ,Rich The Kid,Future,1834824,4/6/2018
7718,Shape of You,Ed Sheeran,,1821963,4/6/2018
7719,Say Amen (Saturday Night),Panic! At The Disco,,1814504,4/6/2018
7720,Redbone,Childish Gambino,,1806498,4/6/2018
7721,Love Galore ,SZA,Travis Scott,1783994,4/6/2018
7722,Sober Up,AJR,,1772402,4/6/2018
7723,Too Good At Goodbyes,Sam Smith,,1768470,4/6/2018
7724,Early Morning Trappin ,Rich The Kid,Trippie Redd,1762640,4/6/2018
7725,Dura,Daddy Yankee,,1727986,4/6/2018
7726,Sauce It Up,Lil Uzi Vert,,1726615,4/6/2018
7727,Body Like A Back Road,Sam Hunt,,1718473,4/6/2018
7728,DNA.,Kendrick Lamar,,1707486,4/6/2018
7729,Lost It ,Rich The Kid,"Quavo, Offset",1705379,4/6/2018
7730,Midnight,Logic,,1705236,4/6/2018
7731,Gucci Gang,Lil Pump,,1666928,4/6/2018
7732,Losin Control,Russ,,1664961,4/6/2018
7733,White Iverson,Post Malone,,1663490,4/6/2018
7734,GUMMO,6ix9ine,,1654020,4/6/2018
7735,Passionfruit,Drake,,1649027,4/6/2018
7736,I Like Me Better,Lauv,,1647382,4/6/2018
7737,Rover 2.0,BlocBoy JB,,1647048,4/6/2018
7738,Bad At Love,Halsey,,1646739,4/6/2018
7739,Starboy,The Weeknd,,1633620,4/6/2018
7740,Slippery ,Migos,Gucci Mane,1632513,4/6/2018
7741,infinity (888) - feat. Joey Bada$$,XXXTENTACION,,1626852,4/6/2018
7742,The Ways,"Khalid, Swae Lee",,1617238,4/6/2018
7743,Playinwitme ,KYLE,Kehlani,1608615,4/6/2018
7744,Singles You Up,Jordan Davis,,1606155,4/6/2018
7745,Aries (YuGo) ,Mike WiLL Made-It,"Pharrell, Station Wagon P",1596081,4/6/2018
7746,$$$ - with Matt Ox,XXXTENTACION,,1588680,4/6/2018
7747,Take Back Home Girl (Feat. Tori Kelly),Chris Lane,,1584337,4/6/2018
7748,One Number Away,Luke Combs,,1581999,4/6/2018
7749,Say You Won't Let Go,James Arthur,,1579038,4/6/2018
7750,Amorfoda,Bad Bunny,,1576073,4/6/2018
7751,Feel It Still,Portugal. The Man,,1569138,4/6/2018
7752,When It Rains It Pours,Luke Combs,,1553801,4/6/2018
7753,Contra,Logic,,1537916,4/6/2018
7754,No Role Modelz,J. Cole,,1525767,4/6/2018
7755,Tell Me You Love Me,Demi Lovato,,1524772,4/6/2018
7756,KEKE,6ix9ine,,1516096,4/6/2018
7757,Big Shot,"Kendrick Lamar, Travis Scott",,1515360,4/6/2018
7758,It's A Vibe,2 Chainz,,1505118,4/6/2018
7759,Wait,Maroon 5,,1503611,4/6/2018
7760,Top Off ,DJ Khaled,"JAY Z, Future, Beyoncé",1488525,4/6/2018
7761,Flames,David Guetta,,1487810,4/6/2018
7762,What Ifs,Kane Brown,,1485636,4/6/2018
7763,River ,Eminem,Ed Sheeran,1481644,4/6/2018
7764,iSpy ,KYLE,Lil Yachty,1478100,4/6/2018
7765,One Dance,Drake,,1475152,4/6/2018
7766,Unforgettable,Thomas Rhett,,1471918,4/6/2018
7767,Mask Off,Future,,1470446,4/6/2018
7768,Chasing Fire,Lauv,,1461206,4/6/2018
7769,Rewrite The Stars,"Zac Efron, Zendaya",,1438705,4/6/2018
7770,Best Part ,H.E.R.,Daniel Caesar,1437696,4/6/2018
7771,Written in the Sand,Old Dominion,,1435280,4/6/2018
7772,Relationship ,Young Thug,Future,1432163,4/6/2018
7773,Bounce Back,Big Sean,,1423550,4/6/2018
7774,Rake It Up,Yo Gotti,,1421874,4/6/2018
7775,Magnolia,Playboi Carti,,1417988,4/6/2018
7776,Capital Letters,Hailee Steinfeld,,1417131,4/6/2018
7777,Lust,Lil Skies,,1403163,4/6/2018
7778,Whatever It Takes,Imagine Dragons,,1399807,4/6/2018
7779,Overnight,Logic,,1399677,4/6/2018
7780,Home With You,Madison Beer,,1395666,4/6/2018
7781,That's What I Like,Bruno Mars,,1394365,4/6/2018
7782,This Is Me,Keala Settle,,1385734,4/6/2018
7783,Hurricane,Luke Combs,,1375287,4/6/2018
7784,Die For You,The Weeknd,,1372709,4/6/2018
7785,Get You ,Daniel Caesar,Kali Uchis,1371831,4/6/2018
7786,What Lovers Do ,Maroon 5,SZA,1367864,4/6/2018
7787,All on Me,Devin Dawson,,1365765,4/6/2018
7788,Africa,Toto,,1358389,4/6/2018
7789,Crew ,GoldLink,"Brent Faiyaz, Shy Glizzy",1354021,4/6/2018
7790,Closer,The Chainsmokers,,1349183,4/6/2018
7791,Love Scars,Trippie Redd,,1343463,4/6/2018
7792,Saved,Khalid,,1333762,4/6/2018
7793,Yours,Russell Dickerson,,1333664,4/6/2018
7794,The Race,Tay-K,,1332523,4/6/2018
7795,I'm the One ,DJ Khaled,"Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",1329937,4/6/2018
7796,Me Niego ,Reik,"Ozuna, Wisin",1321471,4/6/2018
7797,Don't,Bryson Tiller,,1319298,4/6/2018
7798,Small Town Boy,Dustin Lynch,,1316738,4/6/2018
7799,rockstar,Post Malone,,11187425,12/22/2017
7800,River ,Eminem,Ed Sheeran,7327656,12/22/2017
7801,Gucci Gang,Lil Pump,,7273843,12/22/2017
7802,No Limit,G-Eazy,,7126193,12/22/2017
7803,Him & I ,"G-Eazy, Halsey",,7032070,12/22/2017
7804,I Fall Apart,Post Malone,,6924789,12/22/2017
7805,Ric Flair Drip,"Offset, Metro Boomin",,6705486,12/22/2017
7806,All I Want for Christmas Is You,Mariah Carey,,6516590,12/22/2017
7807,Candy Paint,Post Malone,,6164677,12/22/2017
7808,Havana,Camila Cabello,,5535037,12/22/2017
7809,Let You Down,NF,,5148494,12/22/2017
7810,XO TOUR Llif3,Lil Uzi Vert,,5135583,12/22/2017
7811,Bank Account,21 Savage,,5063402,12/22/2017
7812,Too Good At Goodbyes,Sam Smith,,5052251,12/22/2017
7813,PICK IT UP ,Famous Dex,A$AP Rocky,4899540,12/22/2017
7814,Wolves,Selena Gomez,,4560050,12/22/2017
7815,MotorSport,Migos,,4552119,12/22/2017
7816,Plain Jane,A$AP Ferg,,4546721,12/22/2017
7817,Perfect,Ed Sheeran,,4534896,12/22/2017
7818,Congratulations,Post Malone,,4533500,12/22/2017
7819,1-800-273-8255,Logic,,4440014,12/22/2017
7820,Rockin' Around The Christmas Tree - Single Version,Brenda Lee,,4238088,12/22/2017
7821,Codeine Dreaming ,Kodak Black,Lil Wayne,4232993,12/22/2017
7822,HUMBLE.,Kendrick Lamar,,4192253,12/22/2017
7823,Young Dumb & Broke,Khalid,,4119663,12/22/2017
7824,New Rules,Dua Lipa,,4095838,12/22/2017
7825,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,,4079827,12/22/2017
7826,Wanted You ,NAV,Lil Uzi Vert,4062825,12/22/2017
7827,Sky Walker ,Miguel,Travis Scott,3964962,12/22/2017
7828,I Get The Bag ,Gucci Mane,Migos,3951936,12/22/2017
7829,Silence,Marshmello,,3930501,12/22/2017
7830,Betrayed,Lil Xan,,3913782,12/22/2017
7831,Meant to Be,"Bebe Rexha, Florida Georgia Line",Florida Georgia Line,3902280,12/22/2017
7832,Bad At Love,Halsey,,3862650,12/22/2017
7833,Let Me Go,"Hailee Steinfeld, Alesso",,3855554,12/22/2017
7834,What Lovers Do ,Maroon 5,SZA,3844957,12/22/2017
7835,Believe,Eminem,,3840891,12/22/2017
7836,Bodak Yellow,Cardi B,,3761860,12/22/2017
7837,LOVE.,Kendrick Lamar,,3675949,12/22/2017
7838,Last Christmas,Wham!,,3594612,12/22/2017
7839,End Game,Taylor Swift,,3581790,12/22/2017
7840,It's the Most Wonderful Time of the Year,Andy Williams,,3527366,12/22/2017
7841,BUTTERFLY EFFECT,Travis Scott,,3442863,12/22/2017
7842,Roll In Peace ,Kodak Black,XXXTENTACION,3353032,12/22/2017
7843,Jocelyn Flores,XXXTENTACION,,3346713,12/22/2017
7844,goosebumps,Travis Scott,,3317904,12/22/2017
7845,Ghostface Killers,21 Savage,,3287514,12/22/2017
7846,Jingle Bell Rock,Bobby Helms,,3225083,12/22/2017
7847,Location,Khalid,,3222630,12/22/2017
7848,A Holly Jolly Christmas - Single Version,Burl Ives,,3171708,12/22/2017
7849,The Way Life Goes ,Lil Uzi Vert,Oh Wonder,3166070,12/22/2017
7850,Sober,G-Eazy,,3101879,12/22/2017
7851,Walk On Water ,Eminem,Beyoncé,3085540,12/22/2017
7852,Unforgettable,French Montana,,3064059,12/22/2017
7853,Thunder,Imagine Dragons,,3054425,12/22/2017
7854,Fuck Love ,XXXTENTACION,Trippie Redd,3035170,12/22/2017
7855,Never Be the Same,Camila Cabello,,2981060,12/22/2017
7856,Go Legend,"Big Sean, Metro Boomin",,2946936,12/22/2017
7857,Wait,Maroon 5,,2885435,12/22/2017
7858,White Christmas,Bing Crosby,,2880709,12/22/2017
7859,Sorry Not Sorry,Demi Lovato,,2871037,12/22/2017
7860,Rubbin Off The Paint,YBN Nahmir,,2818183,12/22/2017
7861,Slippery ,Migos,Gucci Mane,2816584,12/22/2017
7862,Let It Snow! Let It Snow! Let It Snow! ,"Frank Sinatra, The B. Swanson Quartet, The B. Swanson Quartet",,2787080,12/22/2017
7863,Christmas Time Is Here - Vocal,Vince Guaraldi Trio,,2761205,12/22/2017
7864,Drowning ,A Boogie Wit da Hoodie,Kodak Black,2689772,12/22/2017
7865,Home ,"Machine Gun Kelly, X Ambassadors, Bebe Rexha",,2641048,12/22/2017
7866,Like Home ,Eminem,Alicia Keys,2605984,12/22/2017
7867,The Christmas Song (Merry Christmas To You),Nat King Cole,,2605115,12/22/2017
7868,Do They Know It's Christmas? - 1984 Version,Band Aid,,2602366,12/22/2017
7869,Go Flex,Post Malone,,2525947,12/22/2017
7870,How Long,Charlie Puth,,2521295,12/22/2017
7871,MIC Drop ,BTS,Desiigner,2516181,12/22/2017
7872,Blue Christmas,Elvis Presley,,2491145,12/22/2017
7873,GUMMO,6ix9ine,,2479662,12/22/2017
7874,Shape of You,Ed Sheeran,,2467415,12/22/2017
7875,Tell Me You Love Me,Demi Lovato,,2462026,12/22/2017
7876,Remind Me,Eminem,,2445883,12/22/2017
7877,DNA.,Kendrick Lamar,,2428005,12/22/2017
7878,Winter Wonderland,Bing Crosby,,2386323,12/22/2017
7879,Chloraseptic ,Eminem,Phresher,2355941,12/22/2017
7880,It's Beginning to Look a Lot Like Christmas,Michael Bublé,,2351747,12/22/2017
7881,Bad Husband ,Eminem,X Ambassadors,2330985,12/22/2017
7882,Dusk Till Dawn,ZAYN,,2330343,12/22/2017
7883,Redbone,Childish Gambino,,2285602,12/22/2017
7884,Untouchable,Eminem,,2266251,12/22/2017
7885,I Miss You ,Clean Bandit,Julia Michaels,2255409,12/22/2017
7886,Believer,Imagine Dragons,,2253935,12/22/2017
7887,Rake It Up,Yo Gotti,,2239326,12/22/2017
7888,Feel It Still,Portugal. The Man,,2218368,12/22/2017
7889,Tragic Endings ,Eminem,Skylar Grey,2189709,12/22/2017
7890,Carol of the Bells,Mykola Dmytrovych Leontovych,,2172644,12/22/2017
7891,Feliz Navidad,Jose Feliciano,,2158436,12/22/2017
7892,Mask Off,Future,,2150588,12/22/2017
7893,Love Galore ,SZA,Travis Scott,2146253,12/22/2017
7894,Dark Knight Dummo (Feat. Travis Scott),Trippie Redd,,2142414,12/22/2017
7895,White Iverson,Post Malone,,2122248,12/22/2017
7896,Magnolia,Playboi Carti,,2099994,12/22/2017
7897,Real Friends,Camila Cabello,,2088655,12/22/2017
7898,Santa Tell Me,Ariana Grande,,2086903,12/22/2017
7899,Ice Tray,Quality Control,,2085514,12/22/2017
7900,Losin Control,Russ,,2085512,12/22/2017
7901,It's Beginning to Look a Lot Like Christmas ,"Perry Como, Mitchell Ayres, His Orchestra, Mitchell Ayres, His Orchestra",,2075825,12/22/2017
7902,Relationship ,Young Thug,Future,2075599,12/22/2017
7903,The Beautiful & Damned,G-Eazy,,2074774,12/22/2017
7904,Run Rudolph Run - Single Version,Chuck Berry,,2072241,12/22/2017
7905,Nowhere Fast ,Eminem,Kehlani,2071785,12/22/2017
7906,Look What You Made Me Do,Taylor Swift,,2060069,12/22/2017
7907,Sauce It Up,Lil Uzi Vert,,2057423,12/22/2017
7908,Body Like A Back Road,Sam Hunt,,2056368,12/22/2017
7909,Santa Baby ,"Eartha Kitt, Henri René, His Orchestra, Henri René, His Orchestra",,2050091,12/22/2017
7910,New Freezer ,Rich The Kid,Kendrick Lamar,2046322,12/22/2017
7911,...Ready For It?,Taylor Swift,,2019228,12/22/2017
7912,The Race,Tay-K,,1981588,12/22/2017
7913,Transportin',Kodak Black,,1968528,12/22/2017
7914,Mi Gente,J Balvin,,1962135,12/22/2017
7915,Mistletoe,Justin Bieber,,1957483,12/22/2017
7916,Despacito,Luis Fonsi,,1953057,12/22/2017
7917,Échame La Culpa,Luis Fonsi,,1952031,12/22/2017
7918,Attention,Charlie Puth,,1948902,12/22/2017
7919,iSpy ,KYLE,Lil Yachty,1939433,12/22/2017
7920,Wonderful Christmastime - Remastered 2011 / Edited Version,Paul McCartney,,1925210,12/22/2017
7921,Offended,Eminem,,1922745,12/22/2017
7922,The Weekend,SZA,,1913327,12/22/2017
7923,Everybody Dies In Their Nightmares,XXXTENTACION,,1912827,12/22/2017
7924,Happy Xmas (War Is Over) - Remastered,John Lennon,,1912817,12/22/2017
7925,Man's Not Hot,Big Shaq,,1890812,12/22/2017
7926,Rudolph The Red-Nosed Reindeer,Burl Ives,,1845807,12/22/2017
7927,Say You Won't Let Go,James Arthur,,1844172,12/22/2017
7928,Framed,Eminem,,1843919,12/22/2017
7929,I'm the One ,DJ Khaled,"Justin Bieber, Quavo, Chance the Rapper, Lil Wayne",1841528,12/22/2017
7930,Bad and Boujee ,Migos,Lil Uzi Vert,1839265,12/22/2017
7931,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,,1833036,12/22/2017
7932,Pull Up N Wreck,"Big Sean, Metro Boomin",,1814867,12/22/2017
7933,Hallelujah,Pentatonix,,1812238,12/22/2017
7934,It's A Vibe,2 Chainz,,1811880,12/22/2017
7935,Tunnel Vision,Kodak Black,,1806470,12/22/2017
7936,Sensualidad,Bad Bunny,,1795819,12/22/2017
7937,Castle,Eminem,,1793411,12/22/2017
7938,Bounce Back,Big Sean,,1783641,12/22/2017
7939,Little Saint Nick - 1991 Remix,The Beach Boys,,1775732,12/22/2017
7940,That's What I Like,Bruno Mars,,1764572,12/22/2017
7941,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,,1764533,12/22/2017
7942,What Ifs,Kane Brown,,1753663,12/22/2017
7943,Strip That Down,Liam Payne,,1751647,12/22/2017
7944,Passionfruit,Drake,,1749382,12/22/2017
7945,Tip Toe ,Jason Derulo,French Montana,1744047,12/22/2017
7946,Lemon,N.E.R.D,,1740953,12/22/2017
7947,So Far Away ,Martin Garrix,"Jamie Scott, Romy Dya",1739768,12/22/2017
7948,KOODA,6ix9ine,,1714624,12/22/2017
7949,The Way Life Goes ,Lil Uzi Vert,"Nicki Minaj, Oh Wonder",1708137,12/22/2017
7950,In Your Head,Eminem,,1701158,12/22/2017
7951,Look At Me!,XXXTENTACION,,1693666,12/22/2017
7952,No Role Modelz,J. Cole,,1691297,12/22/2017
7953,Arose,Eminem,,1686011,12/22/2017
7954,Revival (Interlude),Eminem,,1683355,12/22/2017
7955,Havana - Remix,Camila Cabello,,1675617,12/22/2017
7956,Heat,Eminem,,1671511,12/22/2017
7957,Crew ,GoldLink,"Brent Faiyaz, Shy Glizzy",1653798,12/22/2017
7958,LOYALTY.,Kendrick Lamar,,1651981,12/22/2017
7959,Pills & Automobiles ,Chris Brown,"Yo Gotti, A Boogie Wit Da Hoodie, Kodak Black",1643739,12/22/2017
7960,do re mi,blackbear,,1640253,12/22/2017
7961,Need Me ,Eminem,Pink,1636976,12/22/2017
7962,American Dream ,Jeezy,"J. Cole, Kendrick Lamar",1633638,12/22/2017
7963,Silver Bells,Dean Martin,,1627427,12/22/2017
7964,wokeuplikethis*,Playboi Carti,,1623176,12/22/2017
7965,T-Shirt,Migos,,1613401,12/22/2017
7966,I Like Me Better,Lauv,,1611001,12/22/2017
7967,Save That Shit,Lil Peep,,1574418,12/22/2017
7968,Plain Jane REMIX,A$AP Ferg,,1574081,12/22/2017
7969,Praying,Kesha,,1572191,12/22/2017
7970,Slow Hands,Niall Horan,,1560853,12/22/2017
7971,beibs in the trap,Travis Scott,,1552864,12/22/2017
7972,Starboy,The Weeknd,,1538340,12/22/2017
7973,No Option,Post Malone,,1534056,12/22/2017
7974,Wild Thoughts ,DJ Khaled,"Rihanna, Bryson Tiller",1521714,12/22/2017
7975,Gorgeous,Taylor Swift,,1515579,12/22/2017
7976,"Mary, Did You Know?",Pentatonix,,1511363,12/22/2017
7977,Love Scars,Trippie Redd,,1502458,12/22/2017
7978,Closer,The Chainsmokers,,1501856,12/22/2017
7979,Caroline,Amine,,1498828,12/22/2017
7980,Mistletoe And Holly - Remastered 1999,Frank Sinatra,,1492347,12/22/2017
7981,Holly Jolly Christmas,Michael Bublé,,1489685,12/22/2017
7982,PRBLMS,6LACK,,1488258,12/22/2017
7983,The Plan,G-Eazy,,1478974,12/22/2017
7984,Something Just Like This,"The Chainsmokers, Coldplay",,1478271,12/22/2017
7985,Delicate,Taylor Swift,,1478210,12/22/2017
7986,Marry Me,Thomas Rhett,,1475939,12/22/2017
7987,Pray For Me,"The Weeknd, Kendrick Lamar",,1473087,12/22/2017
7988,Corazón,Maluma,,1472985,12/22/2017
7989,"Baby, It's Cold Outside",Dean Martin,,1471757,12/22/2017
7990,Do You Hear What I Hear?,Bing Crosby,,1464843,12/22/2017
7991,Icon,Jaden,,1456950,12/22/2017
7992,But A Dream,G-Eazy,,1453443,12/22/2017
7993,Have Yourself A Merry Little Christmas,Sam Smith,,1451916,12/22/2017
7994,Mele Kalikimaka - Single Version,Bing Crosby,,1446475,12/22/2017
7995,Broccoli ,DRAM,Lil Yachty,1440169,12/22/2017
7996,First Day Out,Tee Grizzley,,1439871,12/22/2017
7997,There's Nothing Holdin' Me Back,Shawn Mendes,,1439447,12/22/2017
7998,Fake Love,Drake,,1436559,12/22/2017
7999,rockstar,Post Malone,,17532665,10/27/2017
8000,I Fall Apart,Post Malone,,8350785,10/27/2017
8001,Bank Account,21 Savage,,7589124,10/27/2017
8002,Gucci Gang,Lil Pump,,7584237,10/27/2017
8003,1-800-273-8255,Logic,,7527770,10/27/2017
8004,Gorgeous,Taylor Swift,,6940802,10/27/2017
8005,Havana,Camila Cabello,,6623184,10/27/2017
8006,Bodak Yellow,Cardi B,,6472727,10/27/2017
8007,Young Dumb & Broke,Khalid,,5982108,10/27/2017
8008,XO TOUR Llif3,Lil Uzi Vert,,5822583,10/27/2017
8009,I Get The Bag ,Gucci Mane,Migos,5736477,10/27/2017
8010,The Way Life Goes ,Lil Uzi Vert,Oh Wonder,5380972,10/27/2017
8011,Congratulations,Post Malone,,5230222,10/27/2017
8012,Sorry Not Sorry,Demi Lovato,,5162372,10/27/2017
8013,Plain Jane,A$AP Ferg,,5145616,10/27/2017
8014,Too Good At Goodbyes - Edit,Sam Smith,,5106415,10/27/2017
8015,What Lovers Do ,Maroon 5,SZA,4952800,10/27/2017
8016,Let You Down,NF,,4930331,10/27/2017
8017,Silence,Marshmello,,4906092,10/27/2017
8018,Feel It Still,Portugal. The Man,,4885367,10/27/2017
8019,HUMBLE.,Kendrick Lamar,,4715594,10/27/2017
8020,Jocelyn Flores,XXXTENTACION,,4636616,10/27/2017
8021,Unforgettable,French Montana,,4572998,10/27/2017
8022,Perfect,Ed Sheeran,,4571588,10/27/2017
8023,BUTTERFLY EFFECT,Travis Scott,,4547585,10/27/2017
8024,New Rules,Dua Lipa,,4357930,10/27/2017
8025,Let Me Go,"Hailee Steinfeld, Alesso",,4327289,10/27/2017
8026,Bad At Love,Halsey,,4271046,10/27/2017
8027,Roll In Peace ,Kodak Black,XXXTENTACION,4159152,10/27/2017
8028,Go Flex,Post Malone,,4136430,10/27/2017
8029,Patek Water,Future,,4129299,10/27/2017
8030,goosebumps,Travis Scott,,3881101,10/27/2017
